modelo,q_norm,vazao,geracao_bruta,geracao_pos_processada,corte_mwmed,derivada_mw_por_m3s,derivada_alvo_mw_por_m3s
pinn_hidrologica,0.1414141414141414,4762.298344775883,5339.784994095118,5339.784994095118,0,1.1359341546317792,1.041822
pinn_hidrologica,0.15151515151515152,4946.665009469697,5549.593365210232,5549.593365210232,0,1.1400628677201592,1.041822
pinn_hidrologica,0.16161616161616163,5131.031674163511,5760.165820048571,5760.165820048571,0,1.1442183804609265,1.041822
pinn_hidrologica,0.1717171717171717,5315.398338857323,5971.5045845769255,5971.5045845769255,0,1.1483697483548991,1.041822
pinn_hidrologica,0.18181818181818182,5499.765003551136,6183.605365375573,6183.605365375573,0,1.152477174234674,1.041822
pinn_hidrologica,0.1919191919191919,5684.131668244949,6396.4557128026045,6396.4557128026045,0,1.1564919916340117,1.041822
pinn_hidrologica,0.20202020202020202,5868.498332938762,6610.033400485295,6610.033400485295,0,1.1603568626809868,1.041822
pinn_hidrologica,0.21212121212121213,6052.864997632576,6824.304862819747,6824.304862819747,0,1.1640062129005624,1.041822
pinn_hidrologica,0.2222222222222222,6237.231662326389,7039.223735843651,7039.223735843651,0,1.1673669202038006,1.041822
pinn_hidrologica,0.23232323232323232,6421.598327020202,7254.729549426311,7254.729549426311,0,1.170359268473754,1.041822
pinn_hidrologica,0.24242424242424243,6605.964991714015,7470.746619876533,7470.746619876533,0,1.1728981676054568,1.041822
pinn_hidrologica,0.25252525252525254,6790.331656407829,7687.183191505033,7687.183191505033,0,1.1748946317915019,1.041822
pinn_hidrologica,0.26262626262626265,6974.698321101642,7903.930873142697,7903.930873142697,0,1.176257496592596,1.041822
pinn_hidrologica,0.2727272727272727,7159.064985795454,8120.864410933238,8120.864410933238,0,1.17689534338537,1.041822
pinn_hidrologica,0.2828282828282828,7343.431650489268,8337.841831813615,8337.841831813615,0,1.1767185877317896,1.041822
pinn_hidrologica,0.29292929292929293,7527.79831518308,8554.704983017547,8554.704983017547,0,1.1756416768232112,1.041822
pinn_hidrologica,0.30303030303030304,7712.164979876894,8771.280481878119,8771.280481878119,0,1.1735853311881546,1.041822
pinn_hidrologica,0.31313131313131315,7896.531644570708,8987.381077503269,8987.381077503269,0,1.1704787581272484,1.041822
pinn_hidrologica,0.32323232323232326,8080.89830926452,9202.807412035152,9202.807412035152,0,1.166261759591002,1.041822
pinn_hidrologica,0.3333333333333333,8265.264973958332,9417.350154786545,9417.350154786545,0,1.1608866560262627,1.041822
pinn_hidrologica,0.3434343434343434,8449.631638652147,9630.79246827208,9630.79246827208,0,1.1543199505004602,1.041822
pinn_hidrologica,0.35353535353535354,8633.99830334596,9842.912751764428,9842.912751764428,0,1.1465436642538887,1.041822
pinn_hidrologica,0.36363636363636365,8818.364968039772,10053.487596246478,10053.487596246478,0,1.137556285596139,1.041822
pinn_hidrologica,0.37373737373737376,9002.731632733587,10262.294875179396,10262.294875179396,0,1.127373288233655,1.041822
pinn_hidrologica,0.3838383838383838,9187.098297427397,10469.116888928504,10469.116888928504,0,1.1160271919569678,1.041822
pinn_hidrologica,0.3939393939393939,9371.464962121212,10673.743477386779,10673.743477386779,0,1.1035671571307515,1.041822
pinn_hidrologica,0.40404040404040403,9555.831626815025,10875.975015516939,10875.975015516939,0,1.0900581235018292,1.041822
pinn_hidrologica,0.41414141414141414,9740.198291508837,11075.625210191527,11075.625210191527,0,1.0755795222973694,1.041822
pinn_hidrologica,0.42424242424242425,9924.564956202652,11272.523623629106,11272.523623629106,0,1.0602236073121711,1.041822
pinn_hidrologica,0.43434343434343436,10108.931620896465,11466.517858494135,11466.517858494135,0,1.0440934647379607,1.041822
pinn_hidrologica,0.4444444444444444,10293.298285590277,11657.475351782756,11657.475351782756,0,1.027300772128256,1.041822
