data,periodo,vazao,geracao_real_mwmed,pinn_fisica_1d_mwmed,mlp_1d_mwmed,mlp_hidrologico_mwmed,pinn_hidrologica_mwmed,rf_hidrologica_mwmed,mlp_multivariado_mwmed,rf_multivariada_mwmed,pinn_multivariada_mwmed,media_treino_mwmed,media_mensal_treino_mwmed,linear_plato_mwmed,interpolacao_quadratica_mwmed,persistencia_dia_anterior_mwmed,persistencia_residual_mlp_mwmed,residuo_pinn_multivariada_mwmed
2015-01-13,treino,5320,11247.58825,8495.233761588112,8675.2465606823,9051.5880002897,9962.190398702864,8380.71538794451,9494.550566998663,8674.85688846224,9762.725449446325,9597.586470539107,10333.682682017543,8955.925432611159,7370.137478505574,11096.919958333334,11186.423415172243,-1484.8628005536757
2015-01-14,treino,5113.2998046875,11438.340041666668,8278.97372678139,8440.09527320102,8825.472215934358,9299.692102198056,8700.196854163114,9333.595483200152,8751.44556087583,9200.907451485946,9597.586470539107,10333.682682017543,8834.769533445451,7310.271181460271,11247.58825,11227.748653408458,-2237.4325901807224
2015-01-15,treino,4867.5,10901.708375,8022.727909655505,8177.199345274798,9135.039895982687,9263.454413019399,8789.333467009244,9402.826765888029,8802.164180284475,9057.05869396521,9597.586470539107,10333.682682017543,8690.695666913072,7239.251239679151,11438.340041666668,11414.329637645027,-1844.6496810347908
2015-01-16,treino,4960.89990234375,10785.698416666666,8119.95069321456,8274.925561193979,9508.446981635178,9611.609307012266,8859.70168013847,9595.479840530252,8752.09375312904,9288.391101767309,9597.586470539107,10333.682682017543,8745.441377885132,7266.215806597089,10901.708375,10907.717252634237,-1497.3073148993572
2015-01-17,treino,4315.7998046875,10552.479375,7453.2039569176195,7651.241318996681,9901.278707152245,9002.823120850562,8238.443234449915,9637.876277740354,8175.205956103012,8618.283540981516,9597.586470539107,10333.682682017543,8367.320388375343,7080.521589665911,10785.698416666666,10723.18405499344,-1934.1958340184847
2015-01-18,treino,3712.89990234375,9870.242166666669,6839.993861495087,7159.097568436711,10403.145376374057,8897.371952749148,8098.1740531777905,10038.90637469446,8169.188179320086,8302.808380696715,9597.586470539107,10333.682682017543,8013.934753374168,6908.1297530189995,10552.479375,10494.810688527454,-1567.4337859699535
2015-01-19,treino,4205.7001953125,10731.151,7340.61006918399,7555.741915230901,10890.313502812065,9886.987632304186,8903.903040041154,10296.933158100499,8895.616067532923,9127.167852611914,9597.586470539107,10333.682682017543,8302.78625887704,7048.956674916094,9870.242166666669,9913.134012732724,-1603.9831473880859
2015-01-20,treino,4905,11229.70475,8061.739035959754,8216.117932217503,10888.981068297688,10392.597154586521,8867.86116622661,10202.197742885695,8826.597735653206,9664.042901682165,9597.586470539107,10333.682682017543,8712.67603423612,7250.074278147824,10731.151,10788.921039447032,-1565.6618483178354
2015-01-21,treino,4876.7001953125,10730.383708333333,8032.295789722955,8186.708168524216,10628.176515775871,9959.757905558521,8905.175657602174,10052.390036212779,8828.785685080358,9334.134762098234,9597.586470539107,10333.682682017543,8696.088298177407,7241.906148512473,11229.70475,11217.90599674393,-1396.2489462350986
2015-01-22,treino,4599.2001953125,10534.218666666666,7744.668445450274,7910.907469650936,10838.673899582685,9771.36919419399,8506.122982049388,10134.776581445423,8630.540412789233,9077.177590840092,9597.586470539107,10333.682682017543,8533.433579986868,7161.941998673174,10730.383708333333,10694.719763298528,-1457.0410758265734
2015-01-23,treino,4800.7998046875,10678.069916666667,7953.423708499919,8109.023156894323,11048.855152093842,10204.004908724175,8718.359352157175,10258.323701416777,8665.012657722964,9424.769724835882,9597.586470539107,10333.682682017543,8651.599805753402,7220.011273606082,10534.218666666666,10542.319487932451,-1253.3001918307855
2015-01-24,treino,4122.5,9613.434666666666,7255.746303723599,7485.392539016064,10874.90316087647,9426.585548100582,8399.704055863702,10263.112410141319,8354.830234688088,8637.390709020834,9597.586470539107,10333.682682017543,8254.01903609523,7025.128350709305,10678.069916666667,10604.283267364652,-976.043957645832
2015-01-25,treino,3142,9556.361625,6258.331991108885,6748.269777257847,10222.493024063115,8834.533367780801,8823.780275152383,10429.912895797514,8741.126639112244,7922.60850103701,9597.586470539107,10333.682682017543,7679.30569848866,6745.91651704416,9613.434666666666,9515.937867368364,-1633.7531239629898
2015-01-26,treino,3210.10009765625,10611.831208333331,6328.488477823374,6795.089292319037,10341.160802640154,9428.039889249085,9254.190665057075,10597.984122844231,9415.50515931426,8434.209496643352,9597.586470539107,10333.682682017543,7719.22210278785,6765.213651717218,9556.361625,9559.839680918058,-2177.621711689979
2015-01-27,treino,3624.39990234375,11089.213791666669,6750.356350083504,7092.432288170343,10729.80712608056,9772.908237995136,9479.74742167818,10591.865650736749,9462.737426870044,8821.24656067418,9597.586470539107,10333.682682017543,7962.06108649178,6882.918183736522,10611.831208333331,10647.219154399027,-2267.967230992488
2015-01-28,treino,3793.300048828125,11114.366333333332,6921.43118762216,7220.754144353021,10826.03229856132,9701.950736655726,9289.498012890936,10492.865415048464,9129.989007456556,8796.827309742213,9597.586470539107,10333.682682017543,8061.060746775589,6931.054708246137,11089.213791666669,11100.346170731302,-2317.539023591118
2015-01-29,treino,4295.5,10549.087791666669,7432.418148954943,7633.419971906367,11081.832630840654,10101.396469077063,8241.697900022249,10413.731974555467,8231.410493042762,9239.222882425744,9597.586470539107,10333.682682017543,8355.421797345549,7074.698956205331,11114.366333333332,11155.212034055834,-1309.864909240925
2015-01-30,treino,4866.7001953125,10626.31125,8021.8962360158885,8176.373918557561,10633.010423044556,10194.306116968566,8606.326023965252,10076.135760044228,8645.561349480526,9547.83492629978,9597.586470539107,10333.682682017543,8690.226866891262,7239.020451580449,10549.087791666669,10596.358739218842,-1078.4763237002207
2015-01-31,treino,4830.39990234375,9303.138083333331,7984.165817534764,8139.113586543708,9965.691628460438,9651.83334515462,8817.757857672153,9759.25052034974,8776.271037799379,9211.192631675494,9597.586470539107,10333.682682017543,8668.949699600933,7228.547866959644,10626.31125,10618.3366735914,-91.94545165783711
2015-02-01,treino,3760.199951171875,9712.257458333332,6887.900522519694,7195.24067630798,9583.93545252407,9100.552200674398,8600.877141530396,10142.79298964524,8710.855926349075,8585.644720220382,9597.586470539107,10557.447294432151,8041.659351977907,6921.614284274659,9303.138083333331,9194.306962851828,-1126.61273811295
2015-02-02,treino,3215.300048828125,11227.694791666669,6333.831489655249,6798.6861962236535,9210.482218024987,9086.830341090501,9332.081289245842,10523.242630726207,9288.344960225517,8291.119906176238,9597.586470539107,10557.447294432151,7722.270018436377,6766.6877171515025,9712.257458333332,9661.520977117381,-2936.5748854904305
2015-02-03,treino,3728.10009765625,10433.507375,6855.38832936317,7170.672510795303,9885.082061775114,9888.038702848819,9610.160468541271,10789.16321797677,9639.81864990779,8956.728167615314,9597.586470539107,10557.447294432151,8022.844243410189,6912.462350751822,11227.694791666669,11276.549200920437,-1476.779207384685
2015-02-04,treino,3659,10476.443208333332,6785.404522473908,7118.35035317307,9985.931169721644,9335.176674223163,9528.566615377455,10584.871298611437,9399.397049994994,8727.337873308072,9597.586470539107,10557.447294432151,7982.341695982384,6892.772075516656,10433.507375,10429.144472771362,-1749.1053350252605
2015-02-05,treino,3953.10009765625,10335.982541666666,7083.472949246225,7346.632569427555,10232.906990003872,9738.697461986965,9498.202398812728,10626.460989684281,9272.021252916837,9056.274334194977,9597.586470539107,10557.447294432151,8154.726447348465,6976.678330235499,10476.443208333332,10503.694145011812,-1279.708207471689
2015-02-06,treino,3800.300048828125,10058.37525,6928.523215553732,7226.173496630495,10070.454623808171,9392.367373068071,8602.583918004559,10497.335489326917,8683.933879325257,8819.65005834259,9597.586470539107,10557.447294432151,8065.16374867589,6933.051597496757,10335.982541666666,10321.52860648498,-1238.7251916574096
2015-02-07,treino,3398,8961.9065,6520.5755043951085,6927.138620885087,9664.219869677429,9068.699028459796,9275.170002230247,10555.174841756696,9052.03701689202,8448.67712206113,9597.586470539107,10557.447294432151,7829.358339413985,6818.531604909385,10058.37525,10023.231097553637,-513.2293779388692
2015-02-08,treino,2873.699951171875,9309.739791666669,5977.482749731957,6568.674839860644,9132.368345772811,8736.80136165175,9560.32131460019,10637.090156677143,9587.158215807858,8013.752633133983,9597.586470539107,10557.447294432151,7522.043468461105,6670.028405942821,8961.9065,8920.103289176563,-1295.9871585326855
2015-02-09,treino,2970.699951171875,10393.427583333332,6079.997188123463,6632.747630555485,9325.159823980099,9077.621987049772,9517.482237712315,10824.830106322182,9618.280366347011,8243.504775451765,9597.586470539107,10557.447294432151,7578.899351936716,6697.439149696939,9309.739791666669,9328.879337470615,-2149.9228078815668
2015-02-10,treino,3136.5,10378.933625,6252.649998288553,6744.511359584793,9570.527949806037,9125.101575982044,9479.839320329502,10825.6463408565,9607.989034312055,8376.16119495066,9597.586470539107,10557.447294432151,7676.08191128128,6744.358634883758,10393.427583333332,10418.532603784031,-2002.7724300493392
2015-02-11,treino,3276.89990234375,10124.210958333331,6396.993424448105,6841.538608854213,9804.575898511757,9065.83546314581,9707.557453213074,10764.660244985975,9753.016744894114,8453.469792589083,9597.586470539107,10557.447294432151,7758.376349298223,6784.156161543841,10378.933625,10401.5109140874,-1670.741165744248
2015-02-12,treino,3401.300048828125,10332.71775,6523.934399769318,6929.497416071668,10014.080212807014,8972.572169939434,9706.941220393193,10660.916946983794,9720.380306398823,8509.79649532743,9597.586470539107,10557.447294432151,7831.2926403586835,6819.468986073463,10124.210958333331,10145.67705637425,-1822.9212546725703
2015-02-13,treino,3751.10009765625,10275.809791666668,6878.683376348026,7188.258686447767,10377.83238586334,9035.527275237611,9467.69476124514,10438.042127604695,9384.483178359074,8772.845928273948,9597.586470539107,10557.447294432151,8036.325535368324,6919.019519576279,10332.71775,10375.146899453537,-1502.9638633927207
2015-02-14,treino,3660.300048828125,9287.466583333333,6786.721282907483,7119.327784653506,10241.615019720743,8555.985760545787,9145.367067746083,10102.854228956863,9120.765993171768,8521.037255510308,9597.586470539107,10557.447294432151,7983.103710669853,6893.142392944124,10275.809791666668,10278.789915501322,-766.4293278230252
2015-02-15,treino,3251.699951171875,8381.987916666667,6371.182812266587,6823.953528882068,10007.759681272179,7929.316514341463,9272.281918718969,9976.401634251919,9390.977611057864,8039.849231643242,9597.586470539107,10557.447294432151,7743.605571077406,6777.008568642814,9287.466583333333,9266.036775155337,-342.13868502342484
2015-02-16,treino,2944.5,8859.777458333334,6052.432691287639,6615.348984965467,9882.738614290385,7448.784555311416,9336.964859064079,9865.677477992282,9474.983031995234,7702.152725901744,9597.586470539107,10557.447294432151,7563.542430587285,6690.032589594848,8381.987916666667,8376.396066655472,-1157.62473243159
2015-02-17,treino,3115.60009765625,8830.060708333333,6231.035006482169,6730.260075632728,9941.416227284686,7406.979118933452,9276.650999168138,9534.531120041655,9483.22048800163,7822.401359698639,9597.586470539107,10557.447294432151,7663.831577133775,6738.439557243246,8859.777458333334,8901.603987717579,-1007.6593486346937
2015-02-18,treino,3164.699951171875,9430.113083333334,6281.756907205131,6763.81763683777,9726.007395089866,7148.890309627661,9277.590673961568,9057.090617923459,9483.22048800163,7722.952843085758,9597.586470539107,10557.447294432151,7692.61111888794,6752.347290334912,8830.060708333333,8861.893944051988,-1707.1602402475755
2015-02-19,treino,3382.800048828125,9784.356083333334,6505.099273302517,6916.2923732468935,9537.8014666074,7205.513882961251,9535.229791099846,8722.345602272351,9603.026996901,7865.965993961065,9597.586470539107,10557.447294432151,7820.448992479314,6814.214479832719,9430.113083333334,9477.464149245996,-1918.3900893722694
2015-02-20,treino,3525.699951171875,10134.818166666666,6650.311672960518,7019.482471250355,9287.688481610348,7227.970136275946,9578.59715112871,8480.373394759868,9563.977200570944,7929.28464621383,9597.586470539107,10557.447294432151,7904.208788317794,6854.829248565829,9784.356083333334,9823.941872382788,-2205.5335204528365
2015-02-21,treino,3745.199951171875,9159.41775,6872.707370402734,7183.739045070623,8974.718207648104,7343.2733082050145,9281.51626459265,8262.474270909595,9289.365499942103,8083.374404173861,9597.586470539107,10557.447294432151,8032.867205048688,6917.337266601849,10134.818166666666,10180.500052514295,-1076.0433458261396
2015-02-22,treino,3020,9681.566833333332,6131.638535097214,6665.6765368978195,8800.516909263519,6414.857062455656,8982.33235590109,7903.358737554108,9009.963580615733,7205.325077468856,9597.586470539107,10557.447294432151,7607.796236797683,6711.381674221715,9159.41775,9123.263616055738,-2476.2417558644765
2015-02-23,treino,2940.800048828125,11261.37625,6048.532928272129,6612.897526489167,9480.207645636998,6675.8417926591665,9323.324785331954,8683.704454478653,9457.999286318938,7389.088411281982,9597.586470539107,10557.447294432151,7561.373729631681,6688.98680666123,9681.566833333332,9705.495223988348,-3872.287838718017
2015-02-24,treino,5133.7001953125,10880.083541666669,8300.291944928927,8462.740954825145,7979.414843810493,8374.567649854029,8895.783088133612,8138.160793008487,8504.814799140628,9382.464953214383,9597.586470539107,10557.447294432151,8846.727082231348,7316.173885259967,11261.37625,11478.719376860992,-1497.6185884522856
2015-02-25,treino,8304.2001953125,11583.318916666663,11543.497432399501,11516.73136179291,12258.521559423127,11812.242569100563,11349.313479309943,12356.309125121785,11440.252560295343,12441.076905832826,9597.586470539107,10557.447294432151,10705.093871503792,8249.063405160443,10880.083541666669,11128.32616896588,857.7579891661626
2015-02-26,treino,8035.39990234375,11590.706208333337,11277.395093264291,11418.482354818272,12326.648861328824,11992.839385222946,12425.838177274532,12435.406271689451,12402.032575845715,11841.228832250687,9597.586470539107,10557.447294432151,10547.538426810579,8168.774257449855,11583.318916666663,11556.17578952638,250.52262391734985
2015-02-27,treino,8019.7998046875,11525.833791666666,11261.926251887855,11411.810724217326,12306.923944441241,12020.079442968276,12319.83448819946,12427.927640051725,12276.552885778197,11889.495888172536,9597.586470539107,10557.447294432151,10538.394536763652,8164.12140532117,11590.706208333337,11582.225581671119,363.66209650587007
2015-02-28,treino,7334.60009765625,10106.282083333334,10577.877205184057,10995.41906624371,11791.092460722128,11307.410089352474,11230.068012749673,11956.532339241108,11201.357568515365,11235.780667126572,9597.586470539107,10557.447294432151,10136.76943675858,7960.492246398684,11525.833791666666,11463.602556174008,1129.4985837932381
2015-03-01,treino,6198.7998046875,9847.869208333334,9414.678075792428,9771.944981715456,9899.590447614297,9836.405921034133,9724.079571667266,9984.701871543111,9635.707639912594,9921.060658250135,9597.586470539107,10251.208864751337,9471.02789955655,7626.127303318686,10106.282083333334,10008.213768559668,73.1914499168015
2015-03-02,treino,5955,11140.610083333331,9160.41609205247,9460.586064321073,9045.64686128799,9164.955779993665,9556.35358900961,9164.53036366362,9582.113689413683,9507.507494283655,9597.586470539107,10251.208864751337,9328.1263192814,7554.8720573381715,9847.869208333334,9824.052806217533,-1633.1025890496767
2015-03-03,treino,7175.7998046875,11794.460958333337,10417.645507865245,10861.614371578411,10579.602717944486,10315.000156245618,10696.910524567946,10765.331196250612,10636.568883448628,10715.649898200103,9597.586470539107,10251.208864751337,10043.689736212968,7913.505348587477,11140.610083333331,11224.931721089408,-1078.8110601332337
2015-03-04,treino,7413.2998046875,12124.597625,10657.014524908085,11056.379293868398,11032.27361782511,10913.744881730356,11200.75731893977,11296.288555398387,11319.22174249424,11095.315491175383,9597.586470539107,10251.208864751337,10182.898729258926,7983.807134288961,11794.460958333337,11795.739152538723,-1029.2821338246176
2015-03-05,treino,7646.89990234375,11821.506916666667,10890.947194312863,11216.613550490198,11103.474139229049,11153.71652904705,11283.319129817668,11425.615370655129,11405.493212871677,11324.2706165548,9597.586470539107,10251.208864751337,10319.821821343825,8053.123437503471,12124.597625,12121.531416736767,-497.2363001118665
2015-03-06,treino,7677.2998046875,11564.852791666666,10921.293034131319,11235.234703308757,11152.55932120894,11260.150608465308,11319.268988433727,11504.431838459885,11394.947799086594,11390.389355550888,9597.586470539107,10251.208864751337,10337.640515213167,8062.1563382785625,11821.506916666667,11802.25563150056,-174.46343611577868
2015-03-07,treino,6652.2998046875,10501.719083333332,9883.837334531163,10324.763529683005,10083.926280717187,10179.003083933107,10291.61843782866,10205.94719622039,10420.784616912733,10318.844761236196,9597.586470539107,10251.208864751337,9736.84380838325,7759.156904662619,11564.852791666666,11465.685521916657,-182.87432209713552
2015-03-08,treino,6039.2001953125,9751.253291666666,9248.355745276978,9568.366124241955,9079.72773606691,9274.752734125093,9277.866265110182,9132.571295228112,9278.103330704758,9566.74960622747,9597.586470539107,10251.208864751337,9377.479685191825,7579.46057904093,10501.719083333332,10440.854406039309,-184.5036854391965
2015-03-09,treino,6557.10009765625,11088.533833333331,9785.833612006585,10213.701086898636,9813.574195529554,9714.094904706855,10367.250494377084,9945.76887126145,10382.46076872907,10092.013725954803,9597.586470539107,10251.208864751337,9681.043154260764,7731.178684507654,9751.253291666666,9784.915628255128,-996.5201073785283
2015-03-10,treino,7900,11524.569875,11143.015040887469,11356.74117453647,11755.883529380237,11363.730002461278,11729.30833045657,12069.269748764695,11738.802680373668,11626.327368184026,9597.586470539107,10251.208864751337,10468.174704436708,8128.415066956068,11088.533833333331,11177.921358275727,101.75749318402632
2015-03-11,treino,7911.5,11237.729833333333,11154.439547187998,11362.328491068509,11788.54579378221,11793.463240477779,12005.832374634141,12192.49853876933,11926.898958648835,11784.231764073837,9597.586470539107,10251.208864751337,10474.915350415777,8131.840730908167,11524.569875,11509.43105260356,546.5019307405037
2015-03-12,treino,7561.89990234375,11143.196291666667,10805.984434239992,11161.852743780615,11588.86537482555,11462.504637249644,11636.031197877732,11955.78932067342,11762.472346232333,11432.184372224163,9597.586470539107,10251.208864751337,10269.999655411588,8027.881946535845,11237.729833333333,11198.96406894312,288.9880805574958
2015-03-13,treino,8512.5,11237.348791666664,11749.32663005432,11573.382049226162,12280.57612753961,12406.02339658187,12084.591009786709,12659.499381983002,12081.226012507163,12408.648988102417,9597.586470539107,10251.208864751337,10827.187370713124,8311.433936051475,11143.196291666667,11197.260051665573,1171.3001964357536
2015-03-14,treino,7911.2998046875,10549.488,11154.240684917842,11362.231782338287,11878.585496765612,11868.310798135746,11998.408591706848,12304.124867103688,12015.076153477501,11839.102943327403,9597.586470539107,10251.208864751337,10474.798007308973,8131.781092491071,11237.348791666664,11179.62002920762,1289.614943327404
2015-03-15,treino,7271.7001953125,10467.926375,10514.500018359447,10944.14292243576,11383.262656161369,11175.045679964252,11387.681534352952,11711.231894536122,11328.65045797473,11131.576253642572,9597.586470539107,10251.208864751337,10099.901091209264,7941.87174169957,10549.488,10491.319231920696,663.6498786425727
2015-03-16,treino,6865.60009765625,12154.532375,10102.393433197922,10559.951103008589,10931.903187610387,10634.777256444677,11048.373846530369,11154.825141106461,11118.050518962056,10650.040537819976,9597.586470539107,10251.208864751337,9861.868309438352,7821.944682481044,10467.926375,10432.853028351632,-1504.491837180025
2015-03-17,treino,6970.2001953125,12422.158916666667,10209.03968831274,10667.3842316144,11000.334471184486,10647.975469301155,11195.61137330884,11226.529974050693,11259.95989246291,10722.2224403463,9597.586470539107,10251.208864751337,9923.178937931976,7852.7861524924465,12154.532375,12162.230712505638,-1699.9364763203666
2015-03-18,treino,6673.2998046875,11958.914958333336,9905.41844524295,10348.79454063558,10682.466014249003,10393.930969853172,10873.800292784841,10866.494911637616,10933.521373091638,10410.235139197852,9597.586470539107,10251.208864751337,9749.152814084155,7765.332335401055,12422.158916666667,12402.189756155667,-1548.6798191354846
2015-03-19,treino,7071.7001953125,11895.382416666667,10312.190412829004,10766.164071890202,11083.80697897399,10706.58616366671,11249.702208931261,11321.857098979708,11307.552335820801,10808.29546571095,9597.586470539107,10251.208864751337,9982.672465486354,7882.745664338023,11958.914958333336,11991.026239439572,-1087.0869509557178
2015-03-20,treino,7168.10009765625,11435.702041666666,10409.857069869386,10854.761987464217,11249.119877636726,10946.62099074814,11182.402028959723,11510.499971701996,11319.127424029557,10937.642815293888,9597.586470539107,10251.208864751337,10039.176605844255,7911.229075316024,11895.382416666667,11904.045447457604,-498.05922637277763
2015-03-21,treino,6682.7001953125,10212.075291666666,9915.074519525777,10359.493802684203,10739.926859681844,10462.654677759458,10706.851462831732,10930.404177240574,10766.694437615246,10428.75217019689,9597.586470539107,10251.208864751337,9754.66278845529,7768.097129343625,11435.702041666666,11401.543137016683,216.6768785302247
2015-03-22,treino,5890,9506.431791666668,9092.454043436777,9377.507941611435,9471.208845435922,9494.542642136978,9571.413429330514,9546.13476425685,9636.7986705256,9551.576278078104,9597.586470539107,10251.208864751337,9290.027015921454,7535.905349277842,10212.075291666666,10157.370257874156,45.144486411436446
2015-03-23,treino,6490,10652.116791666664,9716.594122867511,10133.512612799996,10092.81419031022,9812.39131845595,10327.68557785701,10260.90758995392,10253.054515509393,10112.293575756376,9597.586470539107,10251.208864751337,9641.712893090187,7711.475368069094,9506.431791666668,9562.737323778425,-539.8232159102881
2015-03-24,treino,7402.10009765625,9991.398375,10645.763110354817,11047.92073320937,11393.343137161519,11000.64068582836,11349.958863347898,11674.492215463517,11297.828683129126,11134.655325774758,9597.586470539107,10251.208864751337,10176.334097940062,7980.48804651594,10652.116791666664,10723.32080395033,1143.2569507747576
2015-03-25,treino,7283.5,10613.742958333334,10526.398185240863,10953.934946255271,11379.421086746679,11137.652965843576,11376.051658268443,11660.66607536854,11356.383030787882,11065.073994164719,9597.586470539107,10251.208864751337,10106.817465645836,7945.3639586234885,9991.398375,9983.909222340122,451.3310358313847
2015-03-26,treino,7608.10009765625,10612.946083333334,10852.185656669799,11192.11266104652,11644.631799557243,11458.082199484248,11778.954301811547,11956.419831275653,11829.399201803546,11406.92509859657,9597.586470539107,10251.208864751337,10297.07958243466,8041.598745815309,10613.742958333334,10637.782451217046,793.9790152632359
2015-03-27,treino,7528.10009765625,10499.792208333334,10772.150669167982,11138.95965700342,11571.743391760108,11404.97896825814,11685.319178123904,11876.216199249095,11766.779519273743,11314.203669932725,9597.586470539107,10251.208864751337,10250.188132145497,8017.85096327919,10612.946083333334,10607.931587574018,814.4114615993913
2015-03-28,treino,7382.89990234375,9318.204166666666,10626.46618694986,11033.25267084899,11455.468944787619,11248.799830147318,11152.76491504808,11746.451437713427,11209.443160701163,11159.830834606606,9597.586470539107,10251.208864751337,10165.080035389583,7974.798870957592,10499.792208333334,10490.689576098486,1841.6266679399396
2015-03-29,treino,6132.5,8965.552458333334,9345.649117313485,9687.604036825604,10092.667471756251,9927.009168578435,9735.188794117132,10191.456939925207,9687.696082761886,9829.201656780093,9597.586470539107,10251.208864751337,9432.166724610484,7606.731829407515,9318.204166666666,9227.62548471434,863.6491984467593
2015-03-30,treino,6495.7998046875,10321.931333333332,9722.584040795162,10140.500721658103,10190.503721834066,9933.117972780241,10338.04230038863,10350.971563928328,10363.654973779177,10132.282461092986,9597.586470539107,10251.208864751337,9645.11240875507,7713.177880785723,8965.552458333334,9003.781374981785,-189.64887224034646
2015-03-31,treino,8426,11022.896666666667,11663.878257202454,11551.734349786584,12231.420701847168,12053.008843407202,12033.911290880109,12581.853875542884,12117.664336486607,12223.037763677228,9597.586470539107,10251.208864751337,10776.485990087964,8285.517351706027,10321.931333333332,10457.142591738766,1200.1410970105608
2015-04-01,treino,7933.2998046875,10694.01975,11176.090268011481,11372.741951484657,11629.81329674462,11798.794047895339,12325.722370269174,11626.86916722681,12249.074358907012,11792.846826701112,9597.586470539107,9167.96250505578,10487.693156138494,8138.335654298651,11022.896666666667,10996.800763002577,1098.8270767011127
2015-04-02,treino,8102.10009765625,10307.987,11343.498272499633,11445.758024725132,11807.773518870432,12197.059802692002,12297.129328875128,11918.00163525949,12288.825419483997,12054.324643007469,9597.586470539107,9167.96250505578,10586.63428797025,8188.676542548864,10694.01975,10707.636380541473,1746.3376430074695
2015-04-03,treino,6642.10009765625,8835.289041666667,9873.350453880706,10313.028246762597,10839.153275114724,10627.650926833187,10429.989496548074,10895.060326188861,10318.35878162481,10490.00559263326,9597.586470539107,9167.96250505578,9730.865320193001,7756.15798434388,10307.987,10217.458025714688,1654.7165509665938
2015-04-04,treino,5805,8707.577125,9003.498522417005,9269.314181022353,9536.999611520729,9613.955101336014,9484.405174937263,9578.48603674678,9631.421816740025,9569.857081542388,9597.586470539107,9167.96250505578,9240.204849989217,7511.1223014458565,8835.289041666667,8791.709934669698,862.2799565423884
