data,geracao_real_mwmed,persistencia_mwmed,mlp_absoluto_hidro_longo_mwmed,mlp_anomalia_mensal_hidro_longo_mwmed,ridge_residual_hidro_longo_mwmed,rf_residual_hidro_longo_mwmed,mlp_residual_hidro_longo_mwmed
2023-05-04,10056.3353,10136.1440,12018.5919,11857.2237,10140.5167,10208.5690,10170.5972
2023-05-05,9851.8547,10056.3353,12247.3458,12193.4524,10234.4862,10407.4887,10255.5075
2023-05-06,8949.6618,9851.8547,12479.8963,12604.4835,10162.4200,10271.3359,10140.2352
2023-05-07,8055.3505,8949.6618,12028.0587,12164.8763,9292.2823,9467.4451,9295.8368
2023-05-08,10090.1640,8055.3505,11660.0296,11766.0513,8248.1583,8295.9969,8301.2953
2023-05-09,9972.8949,10090.1640,11395.7549,11413.7042,10128.4844,10282.0802,10225.1962
2023-05-10,10077.3086,9972.8949,11245.3007,11239.6300,9905.2609,10065.7083,9984.6415
2023-05-11,10229.3034,10077.3086,11044.1789,10996.4485,10027.0977,10105.2355,10069.9785
2023-05-12,9845.7257,10229.3034,10859.0599,10737.9453,10172.5325,10262.3890,10191.1957
2023-05-13,9245.8998,9845.7257,10724.9741,10582.2378,9811.5705,9766.1211,9809.2968
2023-05-14,8326.5631,9245.8998,10775.4327,10400.3730,9227.6896,9203.0137,9180.6301
2023-05-15,9087.8407,8326.5631,10744.0350,10190.7495,8339.5441,8484.3809,8259.0868
2023-05-16,9617.6456,9087.8407,10626.2599,10118.3153,9128.6255,9227.9337,9036.5948
2023-05-17,9389.1747,9617.6456,10451.8912,9968.3532,9633.1072,9706.1528,9557.4765
2023-05-18,9452.3129,9389.1747,10060.3372,9555.0987,9397.1931,9425.2435,9352.1516
2023-05-19,9559.6188,9452.3129,9790.0649,9129.4473,9429.4862,9500.1218,9390.0952
2023-05-20,8860.8385,9559.6188,9655.8741,8638.2347,9484.6248,9579.4743,9427.2375
2023-05-21,8034.7958,8860.8385,9326.6557,8258.8506,8782.8776,8876.0260,8715.3811
2023-05-22,8880.5014,8034.7958,8992.2035,8124.0414,7952.6175,8042.1662,7888.3279
2023-05-23,9274.2588,8880.5014,8572.4482,8142.4150,8840.7754,8865.3333,8794.6471
2023-05-24,8636.5807,9274.2588,8303.7562,8168.0265,9261.4739,9234.2646,9231.0201
2023-05-25,8566.7448,8636.5807,8159.1543,8124.5038,8622.1548,8590.3101,8593.8127
2023-05-26,7932.4465,8566.7448,8090.6688,8030.7786,8526.2258,8500.7090,8492.2303
2023-05-27,7919.5876,7932.4465,7949.9769,7870.0547,7878.9420,7892.7760,7844.9294
2023-05-28,7529.8637,7919.5876,7847.4229,7769.5052,7884.4362,7878.2870,7854.0628
2023-05-29,8523.1855,7529.8637,7845.5957,7779.3388,7513.1421,7494.0346,7483.0124
2023-05-30,8687.5202,8523.1855,7901.2635,7827.8320,8530.0984,8476.3750,8497.0448
2023-05-31,9076.1518,8687.5202,7790.2001,7743.5444,8612.3641,8628.4655,8576.4031
2023-06-01,9375.4308,9076.1518,8538.5272,8205.5558,9018.3317,9001.6498,8972.6553
2023-06-02,8251.3986,9375.4308,8446.8269,8162.5105,9350.3105,9315.9484,9324.9747
2023-06-03,7375.1933,8251.3986,8351.0448,8170.3515,8257.7797,8215.9491,8259.2438
2023-06-04,6767.0278,7375.1933,8358.5301,8220.4187,7405.1636,7353.0412,7409.1276
2023-06-05,6828.9352,6767.0278,8413.8989,8311.4493,6824.8674,6767.4276,6815.8280
2023-06-06,7312.2042,6828.9352,8383.6012,8271.0238,6908.3674,6862.3249,6903.1904
2023-06-07,7606.9906,7312.2042,8572.4792,8549.5211,7333.8085,7284.3129,7327.8527
2023-06-08,7612.5324,7606.9906,8596.5994,8549.9326,7617.9383,7541.0678,7608.2266
2023-06-09,7698.6340,7612.5324,8489.5142,8402.2686,7628.9505,7683.1449,7620.5697
2023-06-10,7269.8084,7698.6340,8439.6475,8378.6885,7738.7809,7749.2447,7733.4715
2023-06-11,6561.4558,7269.8084,8464.4265,8441.1638,7302.9566,7226.2233,7297.9261
2023-06-12,7797.9859,6561.4558,8363.5617,8371.5937,6616.4667,6524.3429,6611.5135
2023-06-13,9146.4740,7797.9859,8444.4257,8458.0642,7788.1327,7748.9298,7787.3605
2023-06-14,10250.4423,9146.4740,8572.0852,8564.3998,9085.0110,9143.1479,9078.8975
2023-06-15,10595.8728,10250.4423,8593.4206,8595.5615,10131.8916,10163.8421,10119.9756
2023-06-16,10051.5325,10595.8728,8732.4717,8755.6827,10442.0131,10524.0381,10413.7617
2023-06-17,9339.8156,10051.5325,9254.8705,9358.5875,9804.1936,9911.2092,9767.4261
2023-06-18,8565.2645,9339.8156,8985.9304,8735.8484,9322.3278,9707.8625,9303.7159
2023-06-19,9378.4144,8565.2645,9421.3393,9311.5267,8628.7705,8528.4276,8615.9557
2023-06-20,9769.3962,9378.4144,9514.7881,9282.2560,9651.4455,9806.9628,9644.3278
2023-06-21,10127.9007,9769.3962,9927.4718,9916.4576,9976.7856,9766.3888,9960.8933
2023-06-22,10307.7809,10127.9007,10045.5972,10014.3192,10274.2574,10194.3682,10274.1452
2023-06-23,9972.0869,10307.7809,10266.2213,10232.4252,10192.3675,10299.8375,10223.6076
2023-06-24,9017.6478,9972.0869,9846.9560,9784.8484,9926.9496,10019.3118,9967.1330
2023-06-25,7893.6505,9017.6478,9725.2371,9652.3605,8968.6293,9170.8412,9014.1441
2023-06-26,9598.5186,7893.6505,9383.2117,9298.8133,8010.6899,8330.2944,8043.7810
2023-06-27,9922.7914,9598.5186,9459.7863,9457.7678,9708.5507,9601.3796,9738.4523
2023-06-28,10049.8912,9922.7914,9537.6382,9613.5973,9981.2572,9906.3358,9997.0987
2023-06-29,9633.1235,10049.8912,9443.6053,9465.5306,10043.6184,10048.2090,10048.5650
2023-06-30,9146.6300,9633.1235,9353.9336,9389.3268,9568.1976,9637.3165,9551.8196
2023-07-01,8448.3524,9146.6300,10033.5209,10017.6032,9112.8613,9111.9367,9096.7532
2023-07-02,8059.9547,8448.3524,9756.3455,9674.5260,8495.9685,8493.2705,8480.3913
2023-07-03,9008.0907,8059.9547,9603.5939,9507.5505,8138.0089,8037.0076,8138.5419
2023-07-04,8734.8087,9008.0907,9604.2958,9524.0964,9053.6952,8942.2021,9054.9218
2023-07-05,9081.7933,8734.8087,9495.8610,9405.9876,8769.4055,8716.0663,8771.7657
2023-07-06,8770.6513,9081.7933,9381.5643,9272.4896,9099.3321,9081.3092,9089.4992
2023-07-07,8139.8517,8770.6513,9304.4058,9171.8469,8753.1545,8792.7288,8738.6749
2023-07-08,7418.3966,8139.8517,9405.3868,9372.7683,8050.2796,8132.1228,8017.3860
2023-07-09,7264.5394,7418.3966,9286.6116,9045.3379,7349.8901,7368.0817,7331.2045
2023-07-10,7978.4764,7264.5394,9032.2362,8635.0206,7293.2603,7749.3940,7301.9012
2023-07-11,9159.7456,7978.4764,9159.0411,8917.5093,8096.5132,8063.5102,8093.8973
2023-07-12,9079.4974,9159.7456,9335.2644,9105.4362,9356.3409,9210.4839,9344.1415
2023-07-13,8917.1710,9079.4974,9345.6001,9079.9331,9252.2455,9135.2399,9238.8889
2023-07-14,8328.6906,8917.1710,9494.2664,9248.0867,8960.1488,8949.3625,8940.2163
2023-07-15,7409.7837,8328.6906,9497.2071,9303.5152,8270.1287,8275.3274,8237.8188
2023-07-16,6666.4785,7409.7837,9146.4938,8886.0285,7386.4977,7330.7548,7344.4124
2023-07-17,7808.0572,6666.4785,9093.0901,8807.6115,6684.9480,6692.0928,6674.3294
2023-07-18,8692.9214,7808.0572,9125.2098,8911.6735,7831.5000,7799.7993,7818.7270
2023-07-19,8750.7004,8692.9214,9124.9527,8980.0401,8742.5569,8698.5585,8734.8600
2023-07-20,8535.5447,8750.7004,9057.0187,8931.5550,8793.6427,8741.1954,8778.6369
2023-07-21,8111.7460,8535.5447,9095.1836,9011.6052,8513.6755,8520.0408,8489.6386
2023-07-22,7306.8548,8111.7460,8978.3162,8896.7402,8069.0666,8084.8299,8040.5387
2023-07-23,6929.5493,7306.8548,8758.9705,8626.7653,7301.6360,7285.8213,7284.0376
2023-07-24,8259.3049,6929.5493,8682.1244,8544.2711,6949.9582,6926.0394,6940.0197
2023-07-25,9077.1912,8259.3049,8666.9948,8538.8242,8284.7861,8267.6256,8286.7742
2023-07-26,9277.4781,9077.1912,8672.8077,8564.0294,9081.1250,9071.1648,9085.7267
2023-07-27,9247.0188,9277.4781,8587.8107,8451.0260,9274.4320,9285.0723,9277.5135
2023-07-28,8706.2432,9247.0188,8579.2002,8458.6733,9228.5571,9233.2943,9227.7540
2023-07-29,7990.1348,8706.2432,8554.4526,8428.4652,8691.5909,8682.9547,8692.7655
2023-07-30,7316.2437,7990.1348,8470.7370,8294.9182,8012.3734,8033.0253,8020.0840
2023-07-31,8136.5352,7316.2437,8437.3130,8272.1650,7367.9759,7359.0841,7381.1816
2023-08-01,8995.1267,8136.5352,9150.8240,9110.3425,8199.2001,8132.0659,8206.7412
2023-08-02,9308.8842,8995.1267,9158.3018,9187.0150,9026.7138,8973.9988,9025.1978
2023-08-03,9276.8670,9308.8842,9106.7920,9117.7941,9312.6783,9287.0686,9310.8383
2023-08-04,8818.3068,9276.8670,9073.7174,9076.7662,9245.8396,9248.2097,9243.3301
2023-08-05,8093.2046,8818.3068,8952.3566,8913.3821,8818.6918,8845.2952,8817.1052
2023-08-06,7419.8459,8093.2046,8815.7672,8873.3868,8094.4805,8044.8568,8074.6310
2023-08-07,8292.3129,7419.8459,8735.6424,8793.2503,7468.8711,7430.7815,7450.9713
2023-08-08,9100.1469,8292.3129,8839.7017,8889.5151,8349.7745,8321.9702,8345.5317
2023-08-09,8536.5682,9100.1469,8894.8701,9016.2794,9124.1219,9084.4367,9114.2446
2023-08-10,8896.3744,8536.5682,8915.9202,9040.6233,8516.0222,8495.8407,8500.8802
2023-08-11,8890.9604,8896.3744,8916.5947,8988.3085,8863.0567,8833.2560,8849.4182
2023-08-12,7975.0143,8890.9604,8993.2124,9019.8709,8847.2552,8816.8365,8841.8233
2023-08-13,7199.9588,7975.0143,8974.0984,8990.1432,7945.2098,7902.8500,7939.4234
2023-08-14,7766.1022,7199.9588,9007.3076,8958.0706,7276.2246,7159.3580,7280.1274
2023-08-15,8538.3904,7766.1022,9125.1999,9037.1210,7896.2593,8035.8578,7924.4866
2023-08-16,8810.2248,8538.3904,9422.7078,9548.2391,8563.5907,8484.9424,8563.7648
2023-08-17,9458.2725,8810.2248,9340.8602,9384.6129,8840.1196,8796.9355,8842.5122
2023-08-18,8842.0310,9458.2725,9307.6216,9320.3113,9433.2605,9490.1799,9451.5339
2023-08-19,8759.5389,8842.0310,9265.9232,9306.2513,8812.4009,8862.9263,8841.2743
2023-08-20,8519.0176,8759.5389,9169.0572,9205.7498,8785.5899,8804.6458,8811.7678
2023-08-21,9463.7405,8519.0176,9047.6184,9069.2059,8637.0332,8575.1301,8656.9392
2023-08-22,10279.1832,9463.7405,9126.7718,9208.3530,9505.5501,9483.8208,9525.6618
2023-08-23,10919.4676,10279.1832,9216.9648,9435.0041,10234.2669,10220.3045,10221.3542
2023-08-24,10693.4720,10919.4676,9090.2294,9228.4019,10857.9066,10799.7562,10850.8838
2023-08-25,9749.3350,10693.4720,9239.8636,9352.9558,10523.7168,10613.3849,10509.9230
2023-08-26,8741.0710,9749.3350,9235.3508,9308.4065,9608.4982,9640.5823,9591.6144
2023-08-27,8347.7077,8741.0710,9142.4071,9158.5135,8717.8122,8593.6099,8718.1295
2023-08-28,9439.5938,8347.7077,9063.3295,9070.7582,8528.8226,8545.3119,8564.4731
2023-08-29,9580.4986,9439.5938,9390.1126,9604.5135,9568.4832,9483.9607,9592.4699
2023-08-30,9692.2905,9580.4986,9445.7663,9722.9427,9676.4646,9539.6642,9686.3296
2023-08-31,9924.0950,9692.2905,9305.5516,9497.8688,9718.4593,9783.5364,9755.5856
2023-09-01,9525.6077,9924.0950,9818.1396,9675.6454,9852.7994,9949.1897,9886.0269
2023-09-02,8712.9169,9525.6077,9650.7802,9533.4142,9542.2723,9569.4495,9572.5725
2023-09-03,8418.8549,8712.9169,9535.8575,9360.3776,8813.7095,8703.1051,8848.4330
2023-09-04,9232.3929,8418.8549,9508.5826,9338.6277,8551.5494,8621.7265,8590.9715
2023-09-05,9139.4803,9232.3929,9647.1653,9547.4982,9332.0159,9291.9593,9368.6559
2023-09-06,8729.2493,9139.4803,9777.1425,9765.0412,9188.6593,9097.8235,9199.3325
2023-09-07,8448.8955,8729.2493,9751.5179,9612.2799,8752.5928,8756.1188,8760.5193
2023-09-08,8638.5022,8448.8955,9775.1907,9529.7402,8487.1681,8707.8373,8493.2232
2023-09-09,8491.2195,8638.5022,9801.0871,9583.7108,8701.8118,8720.8835,8707.3472
2023-09-10,7897.6536,8491.2195,9880.7085,9761.6315,8552.8918,8513.8128,8547.9630
2023-09-11,8995.7866,7897.6536,9822.3714,9565.7071,8016.6339,7982.6494,8024.2248
2023-09-12,9005.5257,8995.7866,10127.4422,9831.5796,8983.5605,9105.3154,8999.2351
2023-09-13,9309.2525,9005.5257,10261.9609,10055.9824,8925.8482,8969.0191,8920.0145
2023-09-14,9617.6961,9309.2525,10020.6577,9804.0735,9247.5001,9191.8792,9216.2714
2023-09-15,8748.7813,9617.6961,9996.4815,9703.6125,9560.8525,9491.6064,9549.0634
2023-09-16,8464.2140,8748.7813,10002.2955,9694.4885,8693.5616,8729.7021,8701.9958
2023-09-17,8484.7112,8464.2140,9907.5072,9655.3960,8499.5303,8365.9455,8497.4119
2023-09-18,9692.6403,8484.7112,9784.4561,9582.2233,8618.1839,8531.6256,8615.2207
2023-09-19,9405.5680,9692.6403,9882.8361,9769.8146,9751.6355,9697.9848,9748.1135
2023-09-20,10056.8390,9405.5680,9921.3830,9897.2609,9327.1102,9381.6234,9307.4798
2023-09-21,10549.3590,10056.8390,9553.9781,9510.0149,9916.8531,9925.4432,9900.8324
2023-09-22,10563.0468,10549.3590,9420.8153,9306.3424,10398.5701,10409.6016,10389.8401
2023-09-23,10253.4112,10563.0468,9319.3882,9291.1672,10446.8011,10343.7657,10420.1512
2023-09-24,10279.0205,10253.4112,9167.0327,9171.0985,10282.1436,10074.2474,10269.8005
2023-09-25,11368.2921,10279.0205,9152.2363,9172.0973,10442.5506,10416.1910,10452.6052
2023-09-26,11152.5340,11368.2921,9455.3629,9537.8289,11464.3487,11460.0176,11474.4047
2023-09-27,10920.4279,11152.5340,9522.5413,9649.6160,11100.8820,11168.9775,11078.8282
2023-09-28,10876.3295,10920.4279,9325.3060,9422.2575,10781.4381,10861.2710,10753.0930
2023-09-29,10240.0375,10876.3295,9256.2395,9223.3250,10722.4070,10773.7000,10721.7537
2023-09-30,9411.8071,10240.0375,9138.2865,9115.0227,10170.9886,10124.8331,10167.9215
2023-10-01,9889.5329,9411.8071,9636.6186,9721.0555,9478.4903,9287.8848,9471.6318
2023-10-02,10688.2269,9889.5329,9613.1679,9713.8335,10024.2111,9891.1581,10021.7105
2023-10-03,10483.8057,10688.2269,9674.7510,9813.3370,10839.0357,11069.2750,10851.1689
2023-10-04,9760.1975,10483.8057,9998.9793,10144.0426,10412.3159,10566.3942,10385.2590
2023-10-05,9005.3855,9760.1975,9798.7238,9981.2158,9639.8999,9723.3442,9589.4530
2023-10-06,9516.5113,9005.3855,9866.2146,9884.4136,8806.8616,8932.2009,8781.8434
2023-10-07,8655.0721,9516.5113,10002.0237,10010.8460,9390.8023,9494.8587,9386.7434
2023-10-08,8147.9343,8655.0721,9971.9985,9927.7605,8671.9511,8631.4641,8710.0648
2023-10-09,9053.1845,8147.9343,9934.2380,9944.8169,8394.1314,8148.0409,8422.9839
2023-10-10,9429.8880,9053.1845,10446.2693,10541.1422,9303.0002,9168.7062,9351.3993
2023-10-11,9215.9057,9429.8880,10919.7874,11136.4969,9602.7670,9547.7320,9648.8565
2023-10-12,8780.1110,9215.9057,10979.6535,11093.2581,9383.1061,9244.6526,9450.8759
2023-10-13,8946.4862,8780.1110,11203.2655,11075.5188,8869.3373,8811.4125,8946.8637
2023-10-14,8299.4213,8946.4862,11120.0708,10974.2321,9118.9164,9281.1263,9181.9296
2023-10-15,8461.8850,8299.4213,11163.8862,11178.6757,8460.5933,8452.2677,8517.4964
2023-10-16,9140.3154,8461.8850,10947.7630,10894.6526,8662.8166,8918.7025,8753.2505
2023-10-17,9739.9108,9140.3154,11221.2061,11216.0073,9131.3751,9217.6712,9215.1302
2023-10-18,9771.4786,9739.9108,11215.8317,11334.2381,9645.2512,9695.6616,9680.8820
2023-10-19,9711.3169,9771.4786,10859.0792,10935.4807,9673.4661,9697.6269,9669.9595
2023-10-20,9084.1485,9711.3169,10780.2940,10866.1999,9634.8407,9584.8241,9604.1449
2023-10-21,8552.4896,9084.1485,10765.3274,10792.2652,9011.4764,8960.3476,8973.8761
2023-10-22,8651.1669,8552.4896,10509.2607,10486.4148,8650.8112,8905.6596,8621.3684
2023-10-23,9811.9448,8651.1669,10593.8430,10653.1159,8811.8605,8706.1871,8800.7502
2023-10-24,9716.3193,9811.9448,10854.2901,10993.3854,9906.0924,9742.5967,9896.1887
2023-10-25,9454.2350,9716.3193,10959.3839,11167.6864,9661.5516,9611.9597,9641.4732
2023-10-26,9793.2870,9454.2350,10750.6995,10860.6841,9292.8844,9293.7576,9270.0780
2023-10-27,9415.3692,9793.2870,10507.7329,10569.1825,9554.3999,9625.6125,9552.2836
2023-10-28,8819.2472,9415.3692,10526.9825,10688.4845,9212.0026,9258.0938,9167.8402
2023-10-29,9538.4202,8819.2472,10406.2722,10455.4515,8835.7997,8688.1573,8823.4336
2023-10-30,9550.3319,9538.4202,10575.7256,10566.6235,9657.9628,9428.5416,9678.9120
2023-10-31,10069.4823,9550.3319,11118.3991,11124.4635,9770.7398,9600.7514,9784.8727
2023-11-01,10833.2521,10069.4823,11282.3545,11378.9054,10419.5150,10107.9581,10465.9764
2023-11-02,10647.8103,10833.2521,11490.2990,11639.6693,11115.6584,10842.4549,11136.4627
2023-11-03,10619.2921,10647.8103,11511.6912,11769.1832,10606.7274,10552.0208,10573.3015
2023-11-04,10300.0680,10619.2921,11609.0301,12020.7192,10376.1657,10455.1914,10293.6462
2023-11-05,9529.6312,10300.0680,11512.6534,11898.3795,10132.1743,10166.7084,10136.1370
2023-11-06,10525.3861,9529.6312,11181.4143,11501.5456,9525.1045,9374.6568,9645.4939
2023-11-07,10446.6880,10525.3861,11230.4841,11808.9812,10496.9595,10513.3774,10563.1385
2023-11-08,11219.6066,10446.6880,11608.8427,12288.3514,10500.5647,10327.6027,10408.2837
2023-11-09,11486.8476,11219.6066,11520.2384,12197.7591,11383.2298,11059.0095,11300.1202
2023-11-10,11017.9663,11486.8476,11729.2534,12442.8059,11424.9831,11575.9228,11433.2034
2023-11-11,11509.3594,11017.9663,11843.1595,12561.7445,10821.8480,10950.1369,10813.5617
2023-11-12,11193.0384,11509.3594,11552.1753,12307.9983,11392.6062,11416.6733,11319.2109
2023-11-13,11636.1300,11193.0384,11261.8895,12043.5902,11149.0612,11068.0341,11080.8090
2023-11-14,11485.9677,11636.1300,11456.2666,12290.9093,11375.1654,11478.7376,11300.5401
2023-11-15,10765.9444,11485.9677,11033.6254,11892.3927,11292.3405,11288.1600,11213.5821
2023-11-16,11702.4130,10765.9444,10874.9301,11835.6962,10685.0376,10673.7765,10640.1447
2023-11-17,11685.2008,11702.4130,11499.3021,12361.4701,11623.1198,11469.7184,11525.9266
2023-11-18,10910.3668,11685.2008,11599.3571,12360.8014,11660.9577,11524.1586,11548.4559
2023-11-19,11156.8472,10910.3668,11567.4037,12365.4560,10904.5406,10666.3087,10814.3821
2023-11-20,11911.0017,11156.8472,11516.5780,12246.6127,11132.6482,11120.5153,11108.2766
2023-11-21,11525.3198,11911.0017,11736.6159,12276.7049,11922.9728,11909.2751,11904.6723
2023-11-22,12302.3713,11525.3198,11957.0917,12251.0427,11574.6002,11375.5340,11517.4767
2023-11-23,11703.9340,12302.3713,11849.4759,11970.1369,12300.7743,12150.9922,12241.2855
2023-11-24,11395.4138,11703.9340,11881.3882,11881.2392,11679.0272,11477.9139,11621.5205
2023-11-25,10335.3677,11395.4138,12106.7417,11956.2229,11363.6521,11196.2513,11326.2822
2023-11-26,9433.5195,10335.3677,11990.6796,11770.4078,10362.8237,10116.9011,10333.1600
2023-11-27,10083.0215,9433.5195,11955.8795,11642.8340,9689.0520,10068.7335,9661.3066
2023-11-28,10914.3100,10083.0215,12431.4625,12063.8933,10341.2858,10180.0765,10328.0052
2023-11-29,11455.9255,10914.3100,12825.2136,12455.7923,11059.0678,10916.2945,11024.9647
2023-11-30,11883.1192,11455.9255,12881.1893,12356.6419,11508.2796,11499.2223,11498.3425
2023-12-01,12052.3554,11883.1192,11818.4982,10920.1017,11760.6732,11732.1969,11791.2869
2023-12-02,12005.6194,12052.3554,11796.0368,10985.5882,11945.9279,11889.6859,11976.9831
2023-12-03,11063.6011,12005.6194,11228.0452,10623.5795,11959.8847,11695.3586,11940.4280
2023-12-04,12171.5145,11063.6011,10932.7461,10339.2388,11185.5559,11195.8944,11162.8286
2023-12-05,12394.2215,12171.5145,11715.2825,11038.2409,12152.5007,12123.1884,12160.0181
2023-12-06,12123.8068,12394.2215,11502.6165,10747.6032,12453.1195,12457.8931,12489.1687
2023-12-07,12163.1978,12123.8068,11335.4307,10676.9179,12146.9811,12083.4269,12175.7352
2023-12-08,11559.6799,12163.1978,11473.6321,10941.5461,12089.3399,12074.4737,12034.0980
2023-12-09,11214.8174,11559.6799,11290.6190,10754.4403,11435.2596,11431.8884,11384.3969
2023-12-10,10293.4175,11214.8174,10701.7348,10261.9097,11223.3978,11191.2387,11256.4747
2023-12-11,11011.9225,10293.4175,10634.9565,10156.0679,10303.9078,10660.5335,10372.2538
2023-12-12,11219.1246,11011.9225,10811.6440,10480.1622,11126.0632,10967.7348,11140.4114
2023-12-13,11823.6200,11219.1246,10906.9896,10559.2813,11223.5169,11136.2951,11172.7256
2023-12-14,12672.8401,11823.6200,10783.7284,10313.6108,11670.6064,11742.2437,11616.3609
2023-12-15,12500.1663,12672.8401,10697.2388,10295.5703,12460.8962,12539.3367,12432.1182
2023-12-16,11692.6162,12500.1663,10690.1508,10333.5241,12291.6536,12333.9773,12219.5750
2023-12-17,11620.2218,11692.6162,10328.0761,10012.7142,11621.2711,11408.2882,11559.5009
2023-12-18,13275.2141,11620.2218,10372.3195,9988.7128,11576.9344,11523.5178,11494.8218
2023-12-19,12719.0525,13275.2141,10631.1185,10210.5468,13153.6187,13061.9983,13055.5063
2023-12-20,12042.3633,12719.0525,10416.6691,10023.3260,12667.1115,12506.4837,12553.9333
2023-12-21,11927.7311,12042.3633,10313.8012,9917.8195,11995.9599,11834.1299,11860.6251
2023-12-22,11204.5956,11927.7311,10312.4605,9822.8658,11866.8696,11806.6763,11755.9258
2023-12-23,10518.7007,11204.5956,10254.6947,9791.8927,11117.8294,11117.6506,11014.5630
2023-12-24,9722.2620,10518.7007,9851.4001,9424.4194,10538.4500,10474.0877,10430.9246
2023-12-25,9117.5235,9722.2620,10123.9457,9666.6896,9665.1189,9637.2021,9559.8900
2023-12-26,9713.2107,9117.5235,9872.6735,9322.1200,9205.6371,9547.6750,9147.2670
2023-12-27,10039.8951,9713.2107,9997.6481,9554.4857,9711.3283,9777.9930,9666.8640
2023-12-28,10409.6909,10039.8951,9634.0704,9170.6259,10097.6933,10022.9812,10007.6236
2023-12-29,10074.0553,10409.6909,9463.6556,8915.0746,10447.7061,10622.1832,10374.3751
2023-12-30,9668.5159,10074.0553,9287.3036,8841.0833,10107.7376,10155.5745,10047.4609
2023-12-31,9347.5401,9668.5159,9364.9518,8926.8950,9590.4466,9697.5241,9542.5729
2024-01-01,9367.7370,9347.5401,7904.4425,8338.5957,9379.7846,9395.2858,9314.0731
2024-01-02,10436.4269,9367.7370,8085.5481,8442.9736,9352.8795,9423.2692,9310.1717
2024-01-03,10756.3487,10436.4269,8135.2933,8604.4173,10371.8178,10432.9306,10318.9364
2024-01-04,10839.7606,10756.3487,8046.8334,8615.3140,10701.0982,10672.1611,10650.3441
2024-01-05,10405.9813,10839.7606,7957.7440,8367.0388,10763.3391,10724.3011,10703.0004
2024-01-06,10347.5205,10405.9813,7939.2464,8444.5940,10239.2921,10271.5873,10173.4084
2024-01-07,10216.8939,10347.5205,7877.0711,8425.0824,10267.3836,10151.8960,10191.1261
2024-01-08,11247.2130,10216.8939,7871.3745,8485.7851,10193.1690,10035.4214,10163.5696
2024-01-09,11251.5619,11247.2130,8200.5483,8803.3255,11198.4077,11053.8524,11166.7306
2024-01-10,10862.9650,11251.5619,8365.3641,9029.7899,11117.7171,11092.1455,11073.9791
2024-01-11,10285.0318,10862.9650,8102.1972,8718.9814,10824.8009,10599.1232,10800.5988
2024-01-12,10189.0236,10285.0318,8583.8737,9391.3685,10084.1362,10160.1245,10078.8882
2024-01-13,9690.2811,10189.0236,8595.4588,9176.7294,10068.2453,9979.7042,10037.0612
