data,vazao
2015-08-09,4255.7998046875
2015-08-10,4249.2001953125
2015-08-11,4415.7998046875
2015-08-12,4367.5
2015-08-13,4329.2001953125
2015-08-14,4371.7001953125
2015-08-15,4655.7998046875
2015-08-16,4385.7998046875
2015-08-17,4370.0
2015-08-18,4520.7998046875
2015-08-19,4345.7998046875
2015-08-20,4379.2001953125
2015-08-21,4339.2001953125
2015-08-22,4363.2998046875
2015-08-23,4261.0
2015-08-24,4268.2998046875
2015-08-25,4343.2998046875
2015-08-26,4379.2001953125
2015-08-27,4660.0
2015-08-28,4670.0
2015-08-29,4425.7998046875
2015-08-30,4067.5
2015-08-31,4282.7998046875
2015-09-01,4363.2998046875
2015-09-02,4181.89990234375
2015-09-03,4144.7998046875
2015-09-04,4258.2001953125
2015-09-05,4264.2998046875
2015-09-06,4345.0
2015-09-07,4388.2998046875
2015-09-08,4403.2998046875
2015-09-09,4438.2998046875
2015-09-10,5144.2001953125
2015-09-11,6116.7001953125
2015-09-12,6085.7998046875
2015-09-13,5598.2998046875
2015-09-14,5140.0
2015-09-15,4799.2001953125
2015-09-16,4717.5
2015-09-17,4880.0
2015-09-18,5990.0
2015-09-19,5583.2998046875
2015-09-20,4685.0
2015-09-21,4780.7998046875
2015-09-22,6119.2001953125
2015-09-23,6430.0
2015-09-24,6391.0
2015-09-25,6310.7998046875
2015-09-26,5960.7998046875
2015-09-27,5377.5
2015-09-28,5966.7001953125
2015-09-29,6043.7998046875
2015-09-30,6230.39990234375
2015-10-01,6211.2998046875
2015-10-02,6436.2001953125
2015-10-03,6095.7998046875
2015-10-04,4925.0
2015-10-05,5215.0
2015-10-06,6548.2998046875
2015-10-07,6852.2998046875
2015-10-08,7069.0
2015-10-09,7430.39990234375
2015-10-10,7657.2998046875
2015-10-11,8716.7001953125
2015-10-12,8920.7998046875
2015-10-13,9047.900390625
2015-10-14,9149.0
2015-10-15,9396.900390625
2015-10-16,9394.599609375
2015-10-17,8166.7001953125
2015-10-18,6540.0
2015-10-19,6232.5
2015-10-20,6576.89990234375
2015-10-21,6934.7998046875
2015-10-22,7229.39990234375
2015-10-23,7141.2998046875
2015-10-24,7163.5
2015-10-25,6784.2001953125
2015-10-26,7041.7001953125
2015-10-27,7367.10009765625
2015-10-28,7174.39990234375
2015-10-29,6961.5
2015-10-30,6652.89990234375
2015-10-31,6095.0
2015-11-01,6546.7001953125
2015-11-02,6691.7001953125
2015-11-03,7604.0
2015-11-04,8063.5
2015-11-05,8786.5
2015-11-06,8268.7998046875
2015-11-07,7590.2001953125
2015-11-08,6903.2998046875
2015-11-09,7283.5
2015-11-10,8140.60009765625
2015-11-11,8059.39990234375
2015-11-12,8109.39990234375
2015-11-13,7929.2998046875
2015-11-14,6633.2998046875
2015-11-15,5293.2998046875
2015-11-16,6035.0
2015-11-17,8708.2998046875
2015-11-18,9587.099609375
2015-11-19,11146.2998046875
2015-11-20,11743.0
2015-11-21,10357.7001953125
2015-11-22,9944.2998046875
2015-11-23,9376.099609375
2015-11-24,9575.0
2015-11-25,10045.400390625
2015-11-26,11410.7998046875
2015-11-27,12701.2998046875
2015-11-28,12540.0
2015-11-29,11226.2998046875
2015-11-30,10358.599609375
2015-12-01,9398.7998046875
2015-12-02,8732.2998046875
2015-12-03,8770.7998046875
2015-12-04,8558.2998046875
2015-12-05,8082.2998046875
2015-12-06,7420.7998046875
2015-12-07,7672.89990234375
2015-12-08,9076.099609375
2015-12-09,9975.400390625
2015-12-10,10396.900390625
2015-12-11,10701.7001953125
2015-12-12,10436.099609375
2015-12-13,9510.400390625
2015-12-14,9376.0
2015-12-15,9634.400390625
2015-12-16,9354.2001953125
2015-12-17,8958.2998046875
2015-12-18,9033.2998046875
2015-12-19,8794.7998046875
2015-12-20,7432.5
2015-12-21,7164.2001953125
2015-12-22,8629.2001953125
2015-12-23,9069.7998046875
2015-12-24,9408.2998046875
2015-12-25,8589.599609375
2015-12-26,7674.0
2015-12-27,7409.2001953125
2015-12-28,8118.7998046875
2015-12-29,9090.599609375
2015-12-30,10964.599609375
2015-12-31,13876.5
2016-01-01,14777.35009765625
2016-01-02,12804.14990234375
2016-01-03,11850.4501953125
2016-01-04,11678.25
2016-01-05,10758.89990234375
2016-01-06,10286.89990234375
2016-01-07,9167.14990234375
2016-01-08,9439.35009765625
2016-01-09,9735.14990234375
2016-01-10,9408.14990234375
2016-01-11,11085.25
2016-01-12,14323.2998046875
2016-01-13,18161.7001953125
2016-01-14,19494.5498046875
2016-01-15,19525.400390625
2016-01-16,18856.849609375
2016-01-17,17227.9501953125
2016-01-18,14611.5
2016-01-19,13316.7001953125
2016-01-20,13060.7998046875
2016-01-21,12558.89990234375
2016-01-22,12867.9501953125
2016-01-23,12410.5
2016-01-24,10704.39990234375
2016-01-25,10260.60009765625
2016-01-26,11581.5
2016-01-27,11062.14990234375
2016-01-28,10517.89990234375
2016-01-29,10506.39990234375
2016-01-30,9069.0498046875
2016-01-31,8077.800048828125
2016-02-01,8029.949951171875
2016-02-02,7023.35009765625
2016-02-03,7277.050048828125
2016-02-04,6866.75
2016-02-05,7431.25
2016-02-06,7277.0
2016-02-07,6720.14990234375
2016-02-08,7179.800048828125
2016-02-09,8571.2998046875
2016-02-10,8568.25
2016-02-11,8165.5
2016-02-12,8353.449951171875
2016-02-13,7764.5
2016-02-14,6859.449951171875
2016-02-15,7568.35009765625
2016-02-16,7850.85009765625
2016-02-17,8110.89990234375
2016-02-18,8820.39990234375
2016-02-19,8945.0
2016-02-20,8659.7001953125
2016-02-21,7987.699951171875
2016-02-22,9877.35009765625
2016-02-23,12775.89990234375
2016-02-24,15605.2001953125
2016-02-25,16222.75
2016-02-26,16294.7001953125
2016-02-27,16814.75
2016-02-28,17449.150390625
2016-02-29,18574.349609375
2016-03-01,18772.0498046875
2016-03-02,16571.5498046875
2016-03-03,13822.35009765625
2016-03-04,13124.7001953125
2016-03-05,13449.60009765625
2016-03-06,11316.5498046875
2016-03-07,10833.5
2016-03-08,10611.89990234375
2016-03-09,11274.5
2016-03-10,11789.14990234375
2016-03-11,12217.75
2016-03-12,12367.2001953125
2016-03-13,11179.89990234375
2016-03-14,10738.14990234375
2016-03-15,10322.25
2016-03-16,10217.0
2016-03-17,10484.25
2016-03-18,11554.0
2016-03-19,12090.89990234375
2016-03-20,11623.0
2016-03-21,10808.64990234375
2016-03-22,10181.14990234375
2016-03-23,9968.14990234375
2016-03-24,9961.4501953125
2016-03-25,9022.64990234375
2016-03-26,9124.64990234375
2016-03-27,9466.75
2016-03-28,8894.4501953125
2016-03-29,8153.10009765625
2016-03-30,8499.5
2016-03-31,9258.89990234375
2016-04-01,9624.35009765625
2016-04-02,8860.75
2016-04-03,7846.25
2016-04-04,7807.25
2016-04-05,8113.25
2016-04-06,7944.25
2016-04-07,8078.64990234375
2016-04-08,8251.050048828125
2016-04-09,8074.949951171875
2016-04-10,7308.300048828125
2016-04-11,7519.60009765625
2016-04-12,7740.35009765625
2016-04-13,8289.75
2016-04-14,8072.5
2016-04-15,7767.0
2016-04-16,7979.449951171875
2016-04-17,7542.85009765625
2016-04-18,7406.25
2016-04-19,8244.050048828125
2016-04-20,8410.800048828125
2016-04-21,7122.0
2016-04-22,7233.39990234375
2016-04-23,6804.64990234375
2016-04-24,6112.89990234375
2016-04-25,6666.449951171875
2016-04-26,7484.75
2016-04-27,7941.699951171875
2016-04-28,7703.300048828125
2016-04-29,7517.89990234375
2016-04-30,7032.14990234375
2016-05-01,6214.85009765625
2016-05-02,6461.550048828125
2016-05-03,7222.699951171875
2016-05-04,7566.35009765625
2016-05-05,7686.5
2016-05-06,7502.60009765625
2016-05-07,6825.0
2016-05-08,7043.60009765625
2016-05-09,6678.949951171875
2016-05-10,7670.64990234375
2016-05-11,7609.75
2016-05-12,7785.699951171875
2016-05-13,7718.35009765625
2016-05-14,7822.5
2016-05-15,6961.949951171875
2016-05-16,7036.050048828125
2016-05-17,7597.25
2016-05-18,7999.300048828125
2016-05-19,7876.25
2016-05-20,7297.5
2016-05-21,7280.699951171875
2016-05-22,6239.35009765625
2016-05-23,6658.449951171875
2016-05-24,7618.10009765625
2016-05-25,8257.0
2016-05-26,8226.800048828125
2016-05-27,7597.14990234375
2016-05-28,7192.89990234375
2016-05-29,7030.89990234375
2016-05-30,7816.699951171875
2016-05-31,9322.14990234375
2016-06-01,9549.39990234375
2016-06-02,8868.2001953125
2016-06-03,9585.7998046875
2016-06-04,9834.0498046875
2016-06-05,10373.35009765625
2016-06-06,11791.35009765625
2016-06-07,14027.7001953125
2016-06-08,16151.39990234375
2016-06-09,16934.4501953125
2016-06-10,15593.89990234375
2016-06-11,11560.7001953125
2016-06-12,10269.7001953125
2016-06-13,9632.60009765625
2016-06-14,10079.14990234375
2016-06-15,9311.4501953125
2016-06-16,8018.050048828125
2016-06-17,7646.25
2016-06-18,7071.64990234375
2016-06-19,6351.60009765625
2016-06-20,6758.35009765625
2016-06-21,8011.550048828125
2016-06-22,8202.5
2016-06-23,8076.949951171875
2016-06-24,7890.64990234375
2016-06-25,7267.14990234375
2016-06-26,6353.14990234375
2016-06-27,6750.10009765625
2016-06-28,7204.89990234375
2016-06-29,7473.10009765625
2016-06-30,7511.35009765625
2016-07-01,7024.25
2016-07-02,6487.10009765625
2016-07-03,6292.60009765625
2016-07-04,6891.699951171875
2016-07-05,7852.89990234375
2016-07-06,8046.85009765625
2016-07-07,8268.199951171875
2016-07-08,8411.10009765625
2016-07-09,7380.85009765625
2016-07-10,6223.35009765625
2016-07-11,7225.60009765625
2016-07-12,7343.0
2016-07-13,8070.14990234375
2016-07-14,8079.75
2016-07-15,7834.64990234375
2016-07-16,7738.89990234375
2016-07-17,6914.949951171875
2016-07-18,7388.449951171875
2016-07-19,7530.199951171875
2016-07-20,6951.64990234375
2016-07-21,7011.25
2016-07-22,8021.75
2016-07-23,7185.60009765625
2016-07-24,6893.85009765625
2016-07-25,6643.35009765625
2016-07-26,6762.699951171875
2016-07-27,7297.39990234375
2016-07-28,6877.25
2016-07-29,6695.35009765625
2016-07-30,6571.14990234375
2016-07-31,5878.39990234375
2016-08-01,6218.39990234375
2016-08-02,6938.64990234375
2016-08-03,7362.300048828125
2016-08-04,7362.14990234375
2016-08-05,8093.64990234375
2016-08-06,7771.5
2016-08-07,6807.5
2016-08-08,6704.550048828125
2016-08-09,8163.449951171875
2016-08-10,8813.2001953125
2016-08-11,8164.75
2016-08-12,7196.25
2016-08-13,6474.14990234375
2016-08-14,6042.64990234375
2016-08-15,7032.050048828125
2016-08-16,7717.300048828125
2016-08-17,7619.60009765625
2016-08-18,8144.89990234375
2016-08-19,8806.7998046875
2016-08-20,8058.25
2016-08-21,6666.39990234375
2016-08-22,6873.85009765625
2016-08-23,8264.39990234375
2016-08-24,8249.050048828125
2016-08-25,7408.800048828125
2016-08-26,6696.0
2016-08-27,6216.39990234375
2016-08-28,5767.39990234375
2016-08-29,6229.39990234375
2016-08-30,7562.35009765625
2016-08-31,7560.699951171875
2016-09-01,7120.39990234375
2016-09-02,6774.35009765625
2016-09-03,6657.14990234375
2016-09-04,6672.35009765625
2016-09-05,7269.85009765625
2016-09-06,8099.60009765625
2016-09-07,8012.10009765625
2016-09-08,7720.14990234375
2016-09-09,7787.75
2016-09-10,7084.75
2016-09-11,6349.85009765625
2016-09-12,6398.64990234375
2016-09-13,6348.10009765625
2016-09-14,6446.5
2016-09-15,6565.75
2016-09-16,6566.35009765625
2016-09-17,6575.85009765625
2016-09-18,6275.35009765625
2016-09-19,7366.449951171875
2016-09-20,7372.75
2016-09-21,6802.35009765625
2016-09-22,7413.550048828125
2016-09-23,8060.39990234375
2016-09-24,8295.449951171875
2016-09-25,6960.800048828125
2016-09-26,7161.25
2016-09-27,8156.5
2016-09-28,7826.64990234375
2016-09-29,7322.25
2016-09-30,7023.949951171875
2016-10-01,7073.89990234375
2016-10-02,6549.14990234375
2016-10-03,6919.25
2016-10-04,7094.5
2016-10-05,7369.75
2016-10-06,7460.050048828125
2016-10-07,7451.0
2016-10-08,6947.25
2016-10-09,5934.0
2016-10-10,6498.39990234375
2016-10-11,7152.0
2016-10-12,6477.5
2016-10-13,7194.14990234375
2016-10-14,7893.800048828125
2016-10-15,7266.5
2016-10-16,7447.0
2016-10-17,9039.2001953125
2016-10-18,9212.5498046875
2016-10-19,9073.75
2016-10-20,9397.0
2016-10-21,9306.7998046875
2016-10-22,8490.14990234375
2016-10-23,6862.64990234375
2016-10-24,6726.64990234375
2016-10-25,7956.60009765625
2016-10-26,8425.0
2016-10-27,9044.5498046875
2016-10-28,8666.39990234375
2016-10-29,7278.050048828125
2016-10-30,5797.64990234375
2016-10-31,6304.64990234375
2016-11-01,7449.0
2016-11-02,7235.25
2016-11-03,7069.89990234375
2016-11-04,7811.14990234375
2016-11-05,7073.14990234375
2016-11-06,6040.75
2016-11-07,6503.39990234375
2016-11-08,7350.39990234375
2016-11-09,7750.35009765625
2016-11-10,7613.35009765625
2016-11-11,7320.25
2016-11-12,7032.75
2016-11-13,6017.14990234375
2016-11-14,5985.89990234375
2016-11-15,6294.0
2016-11-16,6575.75
2016-11-17,6279.35009765625
2016-11-18,6278.35009765625
2016-11-19,6328.85009765625
2016-11-20,5759.60009765625
2016-11-21,6123.60009765625
2016-11-22,6380.0
2016-11-23,7001.14990234375
2016-11-24,7774.050048828125
2016-11-25,8055.949951171875
2016-11-26,8575.949951171875
2016-11-27,7462.14990234375
2016-11-28,7502.0
2016-11-29,7968.949951171875
2016-11-30,7739.5
2016-12-01,7330.050048828125
2016-12-02,7378.449951171875
2016-12-03,7823.5
2016-12-04,7956.64990234375
2016-12-05,8388.5
2016-12-06,8377.050048828125
2016-12-07,8388.14990234375
2016-12-08,9017.5498046875
2016-12-09,10032.39990234375
2016-12-10,8800.949951171875
2016-12-11,9110.2001953125
2016-12-12,10113.2998046875
2016-12-13,9858.39990234375
2016-12-14,8573.449951171875
2016-12-15,7431.050048828125
2016-12-16,6626.5
2016-12-17,5853.64990234375
2016-12-18,5273.75
2016-12-19,5985.25
2016-12-20,6385.25
2016-12-21,6764.14990234375
2016-12-22,7272.64990234375
2016-12-23,7342.300048828125
2016-12-24,7970.60009765625
2016-12-25,6239.60009765625
2016-12-26,6228.14990234375
2016-12-27,8309.199951171875
2016-12-28,8913.14990234375
2016-12-29,8702.14990234375
2016-12-30,8268.050048828125
2016-12-31,7938.60009765625
2017-01-01,7853.699951171875
2017-01-02,9203.2998046875
2017-01-03,9553.9501953125
2017-01-04,9856.10009765625
2017-01-05,8728.25
2017-01-06,7760.60009765625
2017-01-07,6788.85009765625
2017-01-08,6382.35009765625
2017-01-09,8390.89990234375
2017-01-10,8927.9501953125
2017-01-11,7697.64990234375
2017-01-12,7591.199951171875
2017-01-13,6722.5
2017-01-14,6439.75
2017-01-15,5910.5
2017-01-16,6480.949951171875
2017-01-17,7323.75
2017-01-18,7938.60009765625
2017-01-19,8601.699951171875
2017-01-20,8862.550048828125
2017-01-21,8206.0
2017-01-22,7263.14990234375
2017-01-23,8671.14990234375
2017-01-24,9490.5
2017-01-25,9657.75
2017-01-26,9460.64990234375
2017-01-27,9081.2998046875
2017-01-28,10031.5
2017-01-29,9835.14990234375
2017-01-30,10274.0
2017-01-31,10582.2998046875
2017-02-01,10415.14990234375
2017-02-02,10344.7998046875
2017-02-03,10330.89990234375
2017-02-04,9554.2001953125
2017-02-05,8345.89990234375
2017-02-06,8568.89990234375
2017-02-07,9271.4501953125
2017-02-08,8450.449951171875
2017-02-09,7939.5
2017-02-10,7531.89990234375
2017-02-11,7846.64990234375
2017-02-12,7655.199951171875
2017-02-13,7739.14990234375
2017-02-14,7929.14990234375
2017-02-15,7642.10009765625
2017-02-16,7305.14990234375
2017-02-17,8243.0
2017-02-18,8075.449951171875
2017-02-19,7912.050048828125
2017-02-20,7185.64990234375
2017-02-21,7238.5
2017-02-22,7707.60009765625
2017-02-23,7498.60009765625
2017-02-24,7248.89990234375
2017-02-25,6883.5
2017-02-26,6171.85009765625
2017-02-27,6004.89990234375
2017-02-28,5982.89990234375
2017-03-01,6612.60009765625
2017-03-02,8126.050048828125
2017-03-03,7865.199951171875
2017-03-04,7861.0
2017-03-05,8095.14990234375
2017-03-06,7785.64990234375
2017-03-07,7939.39990234375
2017-03-08,8503.14990234375
2017-03-09,9268.0498046875
2017-03-10,9255.89990234375
2017-03-11,9401.14990234375
2017-03-12,8297.75
2017-03-13,8548.10009765625
2017-03-14,8426.39990234375
2017-03-15,8173.64990234375
2017-03-16,8922.9501953125
2017-03-17,9158.25
2017-03-18,9278.0
2017-03-19,7503.800048828125
2017-03-20,7075.75
2017-03-21,7237.449951171875
2017-03-22,7204.0
2017-03-23,7770.85009765625
2017-03-24,7516.35009765625
2017-03-25,7152.5
2017-03-26,6896.300048828125
2017-03-27,6824.14990234375
2017-03-28,7844.75
2017-03-29,8023.10009765625
2017-03-30,7563.0
2017-03-31,7713.550048828125
2017-04-01,7694.25
2017-04-02,6306.14990234375
2017-04-03,6285.14990234375
2017-04-04,7110.85009765625
2017-04-05,7647.75
2017-04-06,7640.64990234375
2017-04-07,7733.35009765625
2017-04-08,6658.89990234375
2017-04-09,5975.75
2017-04-10,6153.89990234375
2017-04-11,6863.0
2017-04-12,6764.10009765625
2017-04-13,6171.89990234375
2017-04-14,5537.60009765625
2017-04-15,5348.35009765625
2017-04-16,5434.25
2017-04-17,5543.85009765625
2017-04-18,6240.35009765625
2017-04-19,6590.0
2017-04-20,7180.0
2017-04-21,7187.5
2017-04-22,6990.64990234375
2017-04-23,5894.85009765625
2017-04-24,6262.60009765625
2017-04-25,6787.85009765625
2017-04-26,6483.25
2017-04-27,6452.0
2017-04-28,6076.14990234375
2017-04-29,5498.75
2017-04-30,5125.0
2017-05-01,5060.0
2017-05-02,5444.85009765625
2017-05-03,5400.85009765625
2017-05-04,5307.39990234375
2017-05-05,5254.14990234375
2017-05-06,5306.14990234375
2017-05-07,5378.35009765625
2017-05-08,5913.5
2017-05-09,6753.39990234375
2017-05-10,6183.60009765625
2017-05-11,6676.60009765625
2017-05-12,6617.25
2017-05-13,5820.0
2017-05-14,5853.64990234375
2017-05-15,6608.64990234375
2017-05-16,7013.25
2017-05-17,6824.89990234375
2017-05-18,6275.89990234375
2017-05-19,5958.35009765625
2017-05-20,7112.449951171875
2017-05-21,6999.0
2017-05-22,7679.699951171875
2017-05-23,8521.14990234375
2017-05-24,9785.60009765625
2017-05-25,9762.10009765625
2017-05-26,9294.0
2017-05-27,8331.25
2017-05-28,6927.64990234375
2017-05-29,6398.5
2017-05-30,5946.75
2017-05-31,5510.35009765625
2017-06-01,5691.89990234375
2017-06-02,5856.25
2017-06-03,6174.0
2017-06-04,5793.60009765625
2017-06-05,6219.0
2017-06-06,7274.199951171875
2017-06-07,9527.89990234375
2017-06-08,11660.5
2017-06-09,12632.5
2017-06-10,11378.85009765625
2017-06-11,9409.5
2017-06-12,8030.85009765625
2017-06-13,7473.25
2017-06-14,7666.14990234375
2017-06-15,7738.5
2017-06-16,7897.0
2017-06-17,7458.35009765625
2017-06-18,5902.75
2017-06-19,5800.35009765625
2017-06-20,6233.89990234375
2017-06-21,6498.39990234375
2017-06-22,6401.25
2017-06-23,6531.89990234375
2017-06-24,6239.64990234375
2017-06-25,5611.0
2017-06-26,5273.5
2017-06-27,5617.89990234375
2017-06-28,5922.25
2017-06-29,6219.89990234375
2017-06-30,6595.89990234375
2017-07-01,6112.60009765625
2017-07-02,5479.0
2017-07-03,5400.14990234375
2017-07-04,5320.10009765625
2017-07-05,5624.39990234375
2017-07-06,6189.14990234375
2017-07-07,6300.35009765625
2017-07-08,5982.39990234375
2017-07-09,5468.35009765625
2017-07-10,5815.85009765625
2017-07-11,5730.64990234375
2017-07-12,5631.75
2017-07-13,5742.10009765625
2017-07-14,5936.10009765625
2017-07-15,5655.64990234375
2017-07-16,5174.39990234375
2017-07-17,5335.14990234375
2017-07-18,6107.0
2017-07-19,5794.35009765625
2017-07-20,5732.64990234375
2017-07-21,6091.64990234375
2017-07-22,5850.25
2017-07-23,5559.89990234375
2017-07-24,5782.14990234375
2017-07-25,5905.0
2017-07-26,5977.85009765625
2017-07-27,6053.75
2017-07-28,5865.5
2017-07-29,5989.35009765625
2017-07-30,5132.0
2017-07-31,5279.85009765625
2017-08-01,6003.0400390625
2017-08-02,5947.39990234375
2017-08-03,5877.31005859375
2017-08-04,6094.58984375
2017-08-05,5622.989990234375
2017-08-06,4986.139892578125
2017-08-07,5130.64013671875
2017-08-08,6081.2099609375
2017-08-09,6298.3349609375
2017-08-10,6300.51513671875
2017-08-11,6173.8798828125
2017-08-12,5521.5048828125
2017-08-13,5391.93505859375
2017-08-14,5267.68505859375
2017-08-15,6028.93505859375
2017-08-16,5943.47998046875
2017-08-17,6222.2548828125
2017-08-18,6889.31005859375
2017-08-19,7691.31494140625
2017-08-20,6621.5
2017-08-21,6875.39013671875
2017-08-22,7134.445068359375
2017-08-23,7511.840087890625
2017-08-24,7247.60498046875
2017-08-25,7773.320068359375
2017-08-26,6602.635009765625
2017-08-27,5824.02001953125
2017-08-28,5786.89013671875
2017-08-29,6548.47509765625
2017-08-30,6852.2451171875
2017-08-31,6980.52490234375
2017-09-01,6432.64990234375
2017-09-02,6068.4599609375
2017-09-03,5642.93505859375
2017-09-04,6720.75
2017-09-05,5457.22998046875
2017-09-06,6437.58984375
2017-09-07,6405.81005859375
2017-09-08,6720.875
2017-09-09,6372.6298828125
2017-09-10,6288.35986328125
2017-09-11,6757.91015625
2017-09-12,6608.5849609375
